"Company Name","Company Site","Company Industries","Report Link","Report Year","Mean Hourly Gap","Median Hourly Gap","Mean Bonus Gap","Median Bonus Gap","Mean Hourly Gap Part Time","Median Hourly Gap Part Time","Mean Hourly Gap Part Temp","Median Hourly Gap Part Temp","Percentage Bonus Paid Female","Percentage Bonus Paid Male","Percentage BIK Paid Female","Percentage BIK Paid Male","Q1 Female","Q1 Men","Q2 Female","Q2 Male","Q3 Female","Q3 Male","Q4 Female","Q4 Male","Percentage Employees Female","Percentage Employees Male"
"Enterprise Rent-A-Car",https://www.enterprise.ie/en/home.html,"Automotive,Technology,Software",https://www.enterprise.ie/content/dam/eu-brand/eu-pdfs/ireland/GPG%20Ireland_2022.pdf,2022,27,26,65.5,45.5,-62.8,-87.7,9.6,-1.1,65.1,51,33.7,34.1,29.6,70.4,45.7,55.43,22.9,77.1,16.9,83.1,,
"EPS Water",https://epswater.ie/,Utilities,https://epswater.ie/wp-content/uploads/2023/01/EPS-Gender-Pay-Gap-Report_2022.pdf,2022,23.25,13.52,18,28,14.7,18.9,,,,,,,,,,,,,,,13.5,86.5
"Ergo Group",https://www.ergogroup.ie/,"Insurance,Financial",https://web.archive.org/web/20230307211351/https://www.ergogroup.ie/images/uploads/general/Ergo_Gender_Pay_Gap_Report.pdf,2022,4.07,-5.69,37.37,-11.11,-25.26,-46.18,0,0,57.89,58.7,12.28,8.26,15.28,84.72,22.22,77.78,19.72,80.28,22.22,77.78,,
"Ericsson Ireland",https://www.ericsson.com/en,"Technology,Software,Hardware,Telecommunications",https://www.ericsson.com/4b0408/assets/local/careers/career-areas/global-locations/documents/ericsson-ireland-gender-pay-gap-report-2022.pdf,2022,12.74,10.2,18.78,18.18,,,-1.73,-2.04,40,40,86,87,26,74,28,72,18,82,11,89,,
ESB,https://esb.ie/,Energy,https://cdn.esb.ie/media/docs/default-source/corporate-social-responsibility/esb-gender-pay-gap-report-2022e25f400be33e4c2ab240c1ee35e1dbd3.pdf?sfvrsn=c0610cf2_0,2022,10.9,11.5,-2.2,-1.7,10.2,11.1,-0.2,-2.7,58,47,,,35,65,27,73,25,75,20,80,,
Essilor,https://www.essilor.com/ie-en/,Healthcare,https://web.archive.org/web/20230406184737/https://global.essilor.com/uk/content/download/190229/file/Gender%20Pay%20Gap%20Report%20Essilor%20Ltd%202022.pdf?inLanguage=eng-GB&version=1,2022,15.73,20.43,49,22.6,,,,,98,97,,,55.56,44.44,49.38,50.62,32.56,67.44,26.83,73.17,,
"ESW (eShopWorld)",https://esw.com/,"Technology,Software",https://esw.com/wp-content/uploads/2022/12/ESW-Gender-Pay-Gap-2022.pdf,2022,19,16,26,12,,,17,0,25,55,25,63,46,54,45,55,43,57,26,74,40.25,59.75
"Europcar Mobility Group",https://europcar-mobility-group.com/,"Automotive,Technology,Software",https://www.gocar.ie/wp-content/uploads/2023/01/Europcar-Mobility-Group-Ireland-Gender-Pay-Gap-Report-2022-Final.pdf,2022,-1.12,-17.64,33.75,8.82,-13.88,-5.61,,,48,47,44,38,13,87,28,72,37,63,29,71,,
"Expleo Technology Ireland",https://expleo.com/global/en/,"Technology,Software",https://expleo.com/global/en/wp-content/uploads/2022/12/expleo-technology-ireland_gender-pay-gap-report-20222869.pdf,2022,15.3,15.3,44,44.5,,,-16.9,-3.4,13.7,16.3,73.8,80.1,38,62,32,68,32.5,67.5,16.4,83.6,30,70
"EY Ireland (excluding partners)",https://www.ey.com/en_ie,"Professional Services,Consultancy,Accountancy",https://assets.ey.com/content/dam/ey-sites/ey-com/en_ie/topics/ey-ireland-gender-pay-gap/ey-ireland-gender-pay-gap-report-20221221.pdf,2022,9.6,7.8,24,2.3,-11.5,-206.4,0,-0.1,74.7,75.3,97.6,98.3,48.3,51.7,53.4,46.6,49.5,50.5,41.1,58.9,,
"Failte Ireland",https://www.failteireland.ie/,Government,https://www.failteireland.ie/FailteIreland/media/WebsiteStructure/Documents/tourism-careers/Failte-Ireland-Gender-Pay-Gap-Report-Dec-2022.pdf,2022,11.3,13.2,-59.3,0,49.2,52,-0.8,-36.6,4,2.8,0,0,80,20,81,19,76,24,69,31,76,24
"Family Carers Ireland",https://familycarers.ie/,Charity,https://familycarers.ie/media/2874/family-carers-ireland-gender-pay-gap-report-2022.pdf,2022,8.31,7.3,,,1.39,3.3,,,,,,,90.7,9.93,90.78,9.22,89.37,10.63,82.27,17.73,,
FBD,https://www.fbd.ie/,Insurance,https://www.fbdgroup.com/media/FBDGroup/files/FBD%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,29,26,48,23,31,29,-2,-5,92,87,32,32,,,,,,,,,60,40
"Fenergo Limited",https://www.fenergo.com/,Financial,https://web.archive.org/web/20240125125927/https://content.cdntwrk.com/files/aT0xNDg4MzgzJnY9MSZpc3N1ZU5hbWU9Z2VuZGVyLXBheS1nYXAtcmVwb3J0LWlyZWxhbmQtMjAyMiZjbWQ9ZCZzaWc9NmRjYzVjMzAxY2I3ZTgwYjJjNTU4MjVkMmFhYmY0ODg%3D,2022,0.3,9.4,-29.3,-13.5,,,,,,,,,,,,,,,,,,
"Fidelity International",https://www.fidelityinternational.com/,Financial,https://s3-eu-west-1.amazonaws.com/euissmultisiteprod-live-8dd1b69cadf7409099ee6471b87c49a-7653963/international/PDF/ireland-gender-pay-gap-july-2021-to-june-2022.pdf,2022,5.4,6.8,7.3,27.6,,,-32,5,77.2,79.1,82.2,78.8,48.8,51.2,41.1,58.9,40.3,59.7,36.7,63.3,41.7,58.3
"Fidelity Investments Ireland (both legal entities)",https://www.fidelityinvestments.ie/,Financial,https://cdn-static.findly.com/wp-content/uploads/sites/1329/2022/12/15183906/221102_IrelandPayGapReportFINAL-3.pdf,2022,8.4,15,5.5,11.5,,,-4.1,0,87.2,88.3,92,92,39.5,60.5,41.2,58.8,28.9,71.1,28,72,,
"FINEOS Ireland",https://www.fineos.com/,"Technology,Software",https://www.fineos.com/wp-content/uploads/2022/12/Gender-Pay-Gap-Report.pdf,2022,17,11.7,55.1,40,12.6,22.3,,,74,76,84,88,36,64,36,64,26,73,21,79,32,68
"Fingal County Council",https://www.fingal.ie/,"Public Service,Council",https://www.fingal.ie/sites/default/files/2022-12/Gender%20Pay%20Gap%20Report%202022.pdf,2022,4.58,1.98,,,-7.09,-35.42,6.05,17.98,,,0.19,0.06,57.36,42.64,34.35,65.65,46.82,53.18,42.39,57.61,45,55
"First Derivatives (FD Technologies)",https://fdtechnologies.com/,"Professional Services",https://fdtechnologies.com/wp-content/uploads/2022/12/Ireland-Gender-Pay-Gap-Report-2022.pdf,2022,6.62,8.65,32.99,1.75,-49.47,-49.47,0,0,,,65.69,62.73,21.3,78.7,32.41,67.59,16.67,83.33,24.07,75.93,23.61,76.39
Firstsource,https://www.firstsource.com/,"Business Process Management",https://www.firstsource.com/wp-content/uploads/2021/09/Gender-Pay-Report-2021.pdf,2022,3.46,0,31.52,41.02,,,,,38.78,37.33,,,39,61,46.67,53.33,47.51,52.49,49.2,50.8,46.59,53.41
"Fiserv Ireland",https://www.fiserv.com/en.html,Financial,https://www.fiserv.com/content/dam/fiserv-com/legal-documents/Fiserv%20Ireland%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,26,24,33,23,70,71,-10,-10,82,85,80,88,48,52,36,64,16,84,18,82,,
"Fisheries Ireland",https://www.fisheriesireland.ie/,Government,https://www.fisheriesireland.ie/sites/default/files/2022-12/gender-pay-gap-report_dec-2022-as-of-21.12.22.pdf,2022,-9.85,-12.62,,,-3.52,-8.67,-15.75,0,,,11.9,11.9,15,85,16,84,32,68,26,74,22,78
Flogas,https://www.flogas.ie/,Energy,https://www.flogas.ie/assets/uploads/Gender%20Pay%20Gap%20Report%202022.pdf,2022,28.5,27.1,50,19.3,2.7,5,0.7,0.7,77,78,80.3,86.1,72.3,27.7,60,40,24.6,75.4,31.3,68.8,47,53
"Flutter (Head Office)",https://www.flutter.com/,Gambling,https://www.flutter.com/media/m0ofexk0/flutter_gpg_ireland_nov22_v1-11-41.pdf,2022,12.6,6.3,30.5,7.9,-54,-25.6,-11.4,7.6,89.2,92.4,79,81.1,32.1,67.9,30.2,69.8,31.4,68.6,25.5,74.5,30,70
"Flutter (Retail)",https://www.flutter.com/,"Retail,Gambling",https://www.flutter.com/media/m0ofexk0/flutter_gpg_ireland_nov22_v1-11-41.pdf,2022,-7.3,-7,-7.4,-1.6,-14.3,-10.7,5.5,-1.6,86.1,75.9,,,56.1,43.9,61.2,38.8,70.6,29.4,69.6,30.4,64,36
"Focus Ireland",https://www.focusireland.ie/,Charity,https://www.focusireland.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-in-Focus-Ireland-2022.pdf,2022,8.08,6.77,,,3.1,-0.33,7.44,2.05,,,,,76.98,23.02,88.52,11.48,75,25,71.43,28.57,,
Foróige,https://www.foroige.ie/,Charity,https://www.foroige.ie/sites/default/files/foroige_gender_pay_gap_2022_final.pdf,2022,8.52,2.56,,,6.32,8.69,,,,,85.04,14.96,71.32,28.68,75,25,71.09,28.91,0,0,75.59,24.41
"Freshways Food Company",https://freshwaysfoodco.ie/,"Food & Drink",https://freshwaysfoodco.ie/wp-content/uploads/2022/12/Gender-Pay-Report-2022.pdf,2022,24.1,25.9,-20,17,2.7,2.4,100,100,4.08,3.17,0.78,1.61,69,31,65,35,51,49,30,70,54,46
"Galco Group",https://galco.ie/,Manufacturing,https://galco.ie/wp-content/uploads/2023/08/Gender-Pay-Gap-Report-2022.pdf,2022,-8.5,-5.8,,,,,,,0,0.4,0,0.4,6.7,93.3,3.9,96.1,6.7,93.3,12,88,7.3,92.7
"Galway and Roscommon Education and Training Board",https://gretb.ie/,Education,https://gretb.ie/wp-content/uploads/2023/04/Gender-Pay-Gap-Statement-2022.pdf,2022,8.59,4.3,,,18.65,-0.83,-22.31,-18.14,,,,,48.19,51.81,49.47,50.53,54.83,45.17,38.09,61.91,68.95,31.05
"Galway City Council",https://www.galwaycity.ie/,"Public Service,Council",https://www.galwaycity.ie/publications?filter=Gender%20Pay%20Gap%20Report%202022,2022,-7.01,-14.51,,,-30.46,-18.34,-2.82,0.58,,,,,34.62,65.38,26.15,73.85,43.41,56.59,49.23,50.77,40,60
"Galway Clinic",https://www.blackrockhealth.com/,Healthcare,https://www.blackrockhealth.com/sites/default/files/2023-07/dBC113_BCHR_GALWAY_CLINIC_gender_pay_report_v7.pdf,2022,3.03,-16.55,51.46,13.75,8.03,13.75,34.44,27.75,13.95,13.89,0.16,0,64.02,35.98,81.22,18.78,83.64,16.36,69.95,30.05,75,25
"Galway County Council",https://www.galway.ie/en/,"Public Service,Council",https://www.galway.ie/en/media/Gender%20Pay%20Gap%20Report%202022.pdf,2022,2.54,-4.97,,,1.56,1.24,-1.81,11.7,,,,,33.61,66.39,33.33,66.67,44.63,55.37,34.84,65.16,37,63
"Gas Networks Ireland",https://www.gasnetworks.ie/,Energy,https://www.gasnetworks.ie/docs/corporate/freedom-of-information/gender-pay-gap-report.pdf,2022,5.7,3.6,12.8,7.3,,,8.2,-1,91,94,12,16,38,62,38,62,30,70,32,68,34,66
"GE Healthcare Ireland",https://www.gehealthcare.co.uk/,Healthcare,https://www.ge.com/europe/sites/www.ge.com.europe/files/Ireland%20Gender%20Pay%20Gap%20Report%202022%20-%20Final%202.pdf,2022,11,2,11,-6,-19,-48,25,17,86,92,96,99,47,53,33,67,38,62,30,70,,
"General Motors IT Services (Ireland) Ltd",https://www.gm.com/,"Automotive,Technology,Software",https://search-careers.gm.com/media/5ovp5pbx/gmirelandpayreport-dec2022.pdf,2022,18.92,0,44.94,-0.66,0,0,-0.03,-0.09,64.5,68.6,57,71.3,23.6,76.4,13.7,86.3,23.4,76.6,14.6,85.4,18.8,81.2
"Gilead Sciences",https://www.gilead.com/,Pharmaceutical,https://web.archive.org/web/20231113213810/https://gileadirelandcareers.ie/wp-content/uploads/2022/12/GSIUC-Gender-Pay-Gap_December-2022.pdf,2022,8.3,1.4,14.2,5.3,,,,,90.3,95.1,0,2.4,38,62,46,54,46,54,37,63,,
Glanbia,https://www.glanbia.com/,"Food & Drink",https://www.glanbia.com/sites/glanbia/files/glanbia/files/Glanbia-plc-Gender-Pay-Gap-Report-Ireland-Final-201222.pdf,2022,21.8,17.1,19,17,-32.8,-48.9,3.1,0.8,98,99,10,17,58,42,62,38,54,46,34,66,,
"Glen Dimplex Heating & Ventilation",https://www.glendimplex.com/en-ie,Manufacturing,https://www.gdhv.com/legal/sites/default/files/2022-12/Gender%20Pay%20Gap%20Report_GDHV_Ireland_20.12.22.pdf,2022,19,13,48,43,-13,-1,-17,0,89,80,1,2,,,,,,,,,39,61
"Gleneagle Hotel",https://www.gleneaglehotel.com/,"Hospitality,Hotel",https://www.gleneaglehotel.com/files/hotel/downloads/The_Gleneagle_Group_-_Gender_Pay_Gap_Brochure_1920_x_1080_(1).pdf,2022,2.7,2.29,0,0,13.6,6.8,,,,,,,40,60,57,43,0,100,0,100,45,55
Glenveagh,https://glenveagh.ie/,Construction,https://glenveagh.ie/download/gpg-report-2022,2022,34,23,69,63,17,39,9,41,68,56,80,60,49.5,50.5,24.5,75.5,23.5,76.5,21.6,78.4,30,70
"Global Shares",https://www.globalshares.com/ie/,Financial,https://www.globalshares.com/wp-content/uploads/2022/12/Global-Shares-GPGR-Booklet-21-Dec-22.pdf,2022,9.76,5.18,38.83,-43.93,,,,,85.95,83.78,66.94,60.14,40.3,59.7,53.73,46.27,49.25,50.75,36.76,63.24,44.98,55.02
"Go-Ahead Ireland",https://www.goaheadireland.ie/,"Transport,Transport",https://images-goaheadireland.passenger-website.com/downloads/Gender%20Pay%20Gap%20Reporting%202022.pdf,2022,-3.25,4.73,-126.35,2.5,,,-7.26,-1.04,100,100,,,15.8,84.2,7.3,92.7,4.6,95.4,12.5,87.5,,
"Goodbody Stockbrokers",https://www.goodbody.ie/,Financial,https://www.goodbody.ie/docs/default-source/asset-management/goodbody-gender-pay-gap-report---for-publication.pdf?sfvrsn=1832b34d_3,2022,40.99,46.02,59.8,57.45,39.6,49.76,11.33,31.09,82.48,84.65,86.13,88.84,44.32,55.63,64.77,35.23,34.09,65.91,12.5,87.5,39,61
"Google Cloud EMEA Limited",https://cloud.google.com/,"Technology,Software",https://static.googleusercontent.com/media/about.google/en//belonging/diversity-annual-report/2021/static/pdfs/Ireland_2021_22_Binary_Gender_Pay_Gap_Report.pdf,2022,-27,23,-73,32,,,,,92,92,95,96,51,49,39,61,38,62,23,77,,
"Google Ireland Limited",https://about.google/,"Technology,Software,Hardware",https://static.googleusercontent.com/media/about.google/en//belonging/diversity-annual-report/2021/static/pdfs/Ireland_2021_22_Binary_Gender_Pay_Gap_Report.pdf,2022,5,8,14,11,-10,-9,3,-4,94,96,94,94,54,46,49,51,44,56,40,60,,
"Grant Thornton (excluding partners)",https://www.grantthornton.ie/,"Professional Services",https://www.grantthornton.ie/globalassets/1.-member-firms/ireland/images/about-us/grant-thornton---gender-pay-gap-report-2022.pdf,2022,2.37,-1.93,-0.94,0,7.34,33.19,-5.19,-0.68,76.29,72.89,13.55,11.82,45.19,54.81,53.35,46.65,53.77,46.23,47.07,52.93,,
"Grosvenor Services",https://grosvenorservices.com/,"Facilities Services",https://web.archive.org/web/20230208041545/https://grosvenorservices.com/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-Ireland-December-2022.pdf,2022,15.8,0,0,0,,,,,,,,,88.6,11.4,93.9,6.1,94.7,5.3,68.9,31.1,,
Guidewire,https://www.guidewire.com/,"Technology,Software",https://assets.ctfassets.net/vdinc3339dpx/qDDKMVtauuynWYDBsodSd/1eb6ec8de5dc7a9d6a8f3d698928d690/2022-Ireland-Gender-Pay-Gap.pdf,2022,7.46,7.37,9.35,-1.95,,,-0.48,-4.5,68,82,89.5,93.7,30,70,31,69,24,76,21,79,,
"H&M Hennes & Mauritz (Ireland) Limited",https://www2.hm.com/en_ie/index.html,Retail,https://www2.hm.com/content/dam/Customer-Service/Legal/Gender%20Pay%20Gap%20Results%20IE%202022%20V2.pdf,2022,-0.4,1.1,-16.3,8.6,-0.3,0.3,5.2,4.9,,,,,85,15,83,17,80,20,83,17,83,17
"Haleon (all legal entities)",https://www.haleon.com/,Healthcare,https://www.haleon.com/content/dam/haleon/corporate/documents/gender-pay-gap/Haleon-Ireland%20Gender%20pay%20gap%20report_final%20accessible%20file.pdf.downloadasset.pdf,2022,4,4.3,12.4,6.2,,,0.8,0.3,91.9,94.8,89.7,92.6,49,51,27,73,31,69,28,72,,
"Harry Corry Interiors",https://www.harrycorry.com/,Retail,https://careers.harrycorry.com/GenderPayGapReport_2022-12-18.pdf,2022,-1.9,-0.4,-24,-67,-1.3,-0.5,-0.6,0.4,97.4,100,,,90.1,9.9,90.1,9.9,91.5,8.5,91.5,8.5,,
"Harvey Norman",https://www.harveynorman.ie/,Retail,https://hnie-assets.s3.eu-west-1.amazonaws.com/Harvey+Norman+Ireland+Gender+Pay+Gap+Report+2022.pdf,2022,16.6,6.03,44.32,45.66,0,3.63,4.65,3.63,60,61.26,8.62,6.81,33,67,40,60,43,57,38,62,,
"Hays Specialist Recruitment Ireland Limited",https://www.hays.ie/,"Human Resources",https://www.hays.ie/documents/d/global/hays-ireland-gender-pay-gap-report-2022,2022,15.4,8.2,28,42.6,,,,,78.6,90.4,6.8,5.5,70.2,29.8,58.3,41.7,66,34,52.1,47.9,,
"Health Information and Quality Authority (HIQA)",https://www.hiqa.ie/,Government,https://www.hiqa.ie/sites/default/files/2022-12/HIQA-Gender-Pay-Gap-Report-2022.pdf,2022,2.07,1.84,,,26.14,17.75,30.12,59.34,,,,,72,28,80,20,74,26,71,29,74,26
"Health Products Regulatory Authority (HPRA)",https://www.hpra.ie/,"Government,Regulatory",https://www.hpra.ie/docs/default-source/publications-forms/corporate-policy-documents/gender-pay-gap-report-2022.pdf?sfvrsn=6,2022,3.65,4.62,,,-80.49,-73.03,16.33,33.45,,,,,,,,,,,,,72,28
"Health Service Executive (HSE)",https://www.hse.ie/,"Public Service,Government",https://www.hse.ie/eng/services/publications/hse-gpg-report-2022.pdf,2022,12,0,,,13,-11,20,23,,,,,75,25,80,20,83,17,72,28,,
"Heat Merchants Group",https://www.heatmerchants.ie/,Retail,https://www.tubstiles.ie/media/documents/HMGGenderPayGapReport.pdf,2022,-3,-5.8,-6,-57,,,,,94,88,6,23,19.7,80.3,17.3,82.7,29,71,22.5,77.5,22,78
"HedgeServ Ireland",https://www.hedgeserv.com/,Financial,https://www.hedgeserv.com/wp-content/uploads/2022/12/File_GPG-Ireland-Report-2022.pdf,2022,9.52,1.9,-0.1,0,24,27,-0.15,-2.6,89,84,88,86,36,64,42,58,43,57,31,69,,
"Heineken Ireland",https://www.heinekenireland.ie/,"Food & Drink",https://www.heinekenireland.ie/sustainability/reporting/gender-report.pdf,2022,0.7,6.2,-0.1,-7,,,11,36,97,94,57,65,18,82,51,49,27,73,35,65,,
Henkel,https://www.henkel.com/,Manufacturing,https://www.henkel.com/resource/blob/1790678/d59e321c1ef8ee07598c05ac47ca497c/data/henkel-gpg-report-ireland-2022-final.pdf,2022,20.4,22.93,38.75,27.49,21.29,28.46,25.21,13.34,94.12,93.3,94.12,90.91,60.92,39.08,48.84,51.16,20.93,79.07,26.74,73.26,39.4,60.6
"Henry J Lyons",https://henryjlyons.com/,Architecture,https://henryjlyons.com/uploads/images/2022-Gender-Pay-Gap-Report_Henry-J-Lyons.pdf,2022,17.9,18,18.2,18.4,0,0,0,0,95.4,96.4,,,64,36,48,52,30.7,69.3,32.4,67.6,40,60
"Hermitage Clinic",https://www.blackrockhealth.com/,Healthcare,http://hmc-eb-app-env-prd.eba-ucvkxuqu.eu-west-1.elasticbeanstalk.com/sites/default/files/2022-12/bh_hermitage_clinic_gender_pay_report.pdf,2022,10.83,-1.71,70.18,18.18,27.15,5.71,-24.9,-8.39,0.52,3.25,0.35,0.65,80.22,19.78,84.07,15.93,75.69,24.31,75.14,24.86,79,21
Hertz,https://www.hertz.ie/rentacar/reservation/,"Automotive,Technology,Software",https://web.archive.org/web/20230322093154/https://images.hertz.com/pdfs/enGB/Gender_Pay_Gap_Report_IE.pdf,2022,14.4,10.1,11.5,22.7,-34.2,-24.1,5.9,3.1,71.7,74.7,42.1,40.9,55.4,44.6,42.7,57.3,56.4,43.6,40.2,59.8,53,47
"Hewlett Packard - HP Galway",https://www.hp.com/ie-en/home.html,"Technology,Software,Hardware",https://www.hpe.com/psnow/doc/a00128577enw,2022,16.7,12.4,34.9,20.8,0,0,1.8,2.6,84.1,86.1,,,28,72,26.7,73.3,24,76,13.5,86.5,32.4,67.6
"Hewlett Packard - HPE",https://www.hp.com/ie-en/home.html,"Technology,Software,Hardware",https://www.hpe.com/psnow/doc/a00128577enw,2022,15.4,13.8,26.2,-1.9,-7.3,-5.1,1.8,2.6,93.1,88.2,,,36.9,63.1,38.9,61.1,27.4,72.6,26.8,73.2,32.4,67.6
Hollister,https://www.hollister.ie/en-ie,Retail,https://www.hollister.com/-/media/files/pdfs-for-download/ie/hollister-gender-pay-gap-report-final.ashx,2022,22.7,0,48.2,20.6,0,0,2.8,0,100,100,100,100,40,60,72,28,34,66,19,81,41,59
"Home Store + More",https://www.homestoreandmore.ie/homepage.html,Retail,https://www.homestoreandmore.ie/on/demandware.static/-/Sites-master/default/dw6b410c82/instructions/safety-labels/2HSM%20Gender%20pay%20gap%20report%20Updated.pdf,2022,11,3,41,25,-4,1,2,0,34,40,10,12,62,38,53,47,47,53,46,54,52,48
"Horse Racing Ireland",https://www.hri.ie/,Government,https://web.archive.org/web/20221222063631/https://www.hri.ie/gender-pay-gap/,2022,0.76,0.09,,,-54.3,-35.5,-4.7,-0.99,,,,,,,,,,,,,45,55
"Houses of the Oireachtas Service",https://www.oireachtas.ie/,"Public Service,Government",https://data.oireachtas.ie/ie/oireachtas/corporate/reports/2022/2022-12-21_gender-pay-gap-report-2022-english_en.pdf,2022,-3.56,-5.62,,,,,,,,,,,47.56,52.44,40.24,59.76,46.91,53.09,47.56,52.44,,
"HSBC Ireland (both legal entities)",https://www.hsbc.ie/,"Banking,Financial",https://www.about.hsbc.ie/-/media/ireland/en/221216-gender-pay-gap-report-2022.pdf,2022,26,23,48,17,,,,,91,90,86,90,58,42,54,46,53,47,29,71,,
HubSpot,https://www.hubspot.com/,"Technology,Software",https://www.hubspot.com/hubfs/Gender%20Pay%20Gap%20Report/HubSpot%20Ireland%20Pay%20Gap%20Report_FINAL.pdf,2022,23.1,19.3,41.9,42.5,,,,,77.1,84.2,100,100,53.7,46.3,47.7,52.3,40,60,32,68,,
IADT,https://iadt.ie/,Education,https://iadt.ie/wp-content/uploads/2022/12/IADT-Gender-Pay-Gap-Report-December-2022.pdf,2022,8.7,12.7,,,7.9,15.1,-0.9,0,,,,,55,45,56,44,53,47,50,50,,
"Iarnród Éireann (Irish Rail)",https://www.irishrail.ie/,"Public Service,Transport,Transport",https://www.irishrail.ie/Admin/IrishRail/media/Content/Sustainability/06361-Iarnrod-Eireann-Gender-Pay-Gap-Report-Proof-10.pdf,2022,-6.32,-12.9,,,,,,,,,,,9.3,90.7,5.1,94.9,14.1,85.9,16.4,83.6,11.2,88.8
Ibec,https://www.ibec.ie/,Lobbying,https://www.ibec.ie/-/media/documents/about-us/ibec-gpg-report.pdf,2022,29.2,29.4,43.2,26.7,,,38.5,40.4,95.5,91.3,33.9,32.5,79.7,20.3,84.4,15.6,57.8,42.2,53.8,46.2,69,31
IBM,https://www.ibm.com/uk-en,"Technology,Software,Hardware",https://www.ibm.com/downloads/cas/JPNL0N4Z?mhsrc=ibmsearch_a&mhq=gender%20pay%20gap,2022,3.1,8.1,3.6,-3.6,23.4,33.7,27.7,-19,97.4,97.4,100,100,33.8,66.2,29,71,25,75,24.3,75.7,,
"ICON Clinical Research Limited (Ireland)",https://www.iconplc.com/,"Pharmaceutical,Professional Services",https://icon.widen.net/content/4gv7qwmoyv/original/ICR-ireland-gender-pay-gap-report-2022.pdf?u=z8skf3&download=false,2022,16.3,12.4,43.8,38,-133.8,-50.5,18.7,23.4,74.1,75.3,77.8,80.5,68,32,67,33,63,37,52,48,62,38
"IDA Ireland",https://www.idaireland.com/,Government,https://www.idaireland.com/getmedia/a414f278-5c95-473c-9d9b-61b10144d489/IDA-Ireland-Gender-Pay-Gap-Report-2022.pdf?ext=.pdf,2022,14.6,0.7,,,,,0.9,19.1,,,,,,,,,,,,,51,49
"IKEA Ireland",https://www.ikea.com/ie/en/,Retail,https://www.ikea.com/ie/en/files/pdf/94/76/9476c4b2/ikea-ireland-gender-pay-gap-report-2022_final.pdf,2022,8.61,1.75,,,1.27,0.54,,,,,,,61.33,38.67,61.11,38.89,60,40,42.54,57.46,56.4,43.6
"Indeed Ireland Operations Ltd",https://ie.indeed.com/about,"Technology,Software",https://d341ezm4iqaae0.cloudfront.net/jobseeker/wp-content/uploads/2022/12/15131012/Final-Indeed-Ireland-Operations-Ltd-2022-Gender-Pay-Gap-report-for-website-publication.pdf,2022,22,25.08,45.75,56.62,-73.56,-20.12,6.03,8.3,89.72,89.61,93.25,93.39,56.46,43.54,53.8,46.2,51.55,48.45,29.78,70.22,48,52
"Infosys BPM",https://www.infosysbpm.com/,"Business Process Management",https://www.infosysbpm.com/ireland/documents/infosys-bpm-gender-pay-gap-report-2022.pdf,2022,2.5,0.2,7.7,17.7,-0.1,-0.2,0,0.2,96.2,94.7,4.8,7.1,46.8,53.2,42.9,57.1,47,53,41.5,58.5,,
Insomnia,https://www.insomnia.ie,"Hospitality,Restaurant",https://paygap.ie/reportArchives/2022/insomnia.pdf,2022,20.34,0.82,61.8,15.2,-0.4,-0.3,,,22,31,,,78,22,82,18,86,14,71,29,,
"Integer Holdings",https://www.integer.net/home/default.aspx,Medical,https://s24.q4cdn.com/416143379/files/doc_downloads/2022/Ireland-Pay-Gap-12.30.2022.pdf,2022,11.3,7.6,,,,,,,79,77,53,53,53,47,48,52,41,59,32,68,43,57
"Intel Ireland (Overall)",https://www.intel.ie/content/www/ie/en/company-overview/intel-in-ireland.html,"Technology,Software,Hardware",https://www.intel.ie/content/dam/www/central-libraries/us/en/documents/2022-11/ireland-gender-report-final-112022.pdf,2022,5.4,9.3,9.6,11.7,7.8,-0.1,-21.4,-41.6,95.4,97,88.6,91.3,23.9,76.1,13.7,86.3,11.1,88.9,17.7,82.3,,
"Intel Ireland Limited",https://www.intel.ie/content/www/ie/en/company-overview/intel-in-ireland.html,"Technology,Software,Hardware",https://www.intel.ie/content/dam/www/central-libraries/us/en/documents/2022-11/ireland-gender-report-final-112022.pdf,2022,1.8,7.4,1.7,9.1,-14.8,-14.8,11.3,6.1,95.8,7,89.6,91.6,23,77,13.2,86.8,8.4,91.6,18.9,81.1,,
"Intel R&D Ireland Limited",https://www.intel.ie/content/www/ie/en/company-overview/intel-in-ireland.html,"Technology,Software,Hardware",https://www.intel.ie/content/dam/www/central-libraries/us/en/documents/2022-11/ireland-gender-report-final-112022.pdf,2022,22.9,33,39.2,36.9,24.1,36.2,-55.6,-11.2,93.8,97.4,84.4,89.1,31.6,68.4,25.9,74.1,16.6,83.4,8.8,91.2,,
Intercom,https://www.intercom.com/,"Technology,Software",https://assets.ctfassets.net/xny2w179f4ki/4YZA04h9Jbl4AjtraNyB1p/c46bc809d52f236ffdc0de2aa8dbf620/Intercom_Gender_Pay_Report-_Ireland__2022.pdf,2022,27.6,19.7,33.9,26.1,-17.5,-17.5,,,83,84,82,86,51.9,49.1,45.4,54.6,38.3,61.7,20.4,79.6,39,61
